symbol	alias
BRK1	C3orf10
FEV	PET-1
TOR1AIP1	LAP1B
XPNPEP3	NPHPL1
PKN1	PKN-ALPHA
IFNL3	IL-28B
AP2A2	HIP-9
BRD2	BRD2-IT1
SOX5	L-SOX5F
SLCO3A1	OATPD
FGF2	BFGF
C14orf166	hCLE1
DHX58	D11lgp2e
CLP1	HEAB
ATOH7	Math5
UPK1A	UPKA
MAFD4	BPAD
TMEM115	PL6
CARD14	BIMP2
MIR7704	hsa-mir-7704
ZSWIM6	AFND
TRE-CTC1-7	TRNAE19
DNAJC5	CSP
APPL2	DIP13B
NECTIN1	HIgR
NKX3-2	NKX3.2
ETF1	ERF
SELENOS	AD-015
MAP3K8	EST
BACE2-IT1	NCRNA00228
SYCN	INSSA1
MIR1915	MIRN1915
SLC39A14	LZT-Hs4
SPATA6	HASH
BSCL2	PELD
FYB	ADAP
WASH6P	FAM39A
SLC35C2	OVCOV1
CCSAP	C1orf96
ADAM15	MDC15
RFPL3S	RFPL3-AS1
MNX1	HLXB9
SMN1	SMA1
ALDH1L1	FTHFD
MIR6724-1	MIR6724
DDR1	TRKE
MIR938	hsa-mir-938
HIST1H1E	H1s-4
SUMO2	Smt3A
RIOX1	ROX
ERVK-9	PR
CFAP126	Fltp
GRB10	GRB-IR
DDR2	MIG20a
PNKD	KIPP1184
LCE2B	SPRL1B
EPYC	PGLB
RPS3AP43	RPS3A_21_1203
MIR1289-2	MIRN1289-2
MIR1301	mir-1301
RNVU1-11	vU1.11
AAAS	ALADIN
IKBKAP	IKI3
MYBL2	B-MYB
PLIN3	PP17
MIR7-3HG	NCRNA00306
ERGIC2	PTX1
EIF4EBP1	4EBP1
RNA5SP171	RN5S171
NAE1	A-116A10.1
CHCHD3	Mic19
ERVFC1-1	envF(c)2
MIR136	MIRN136
VPS52	SACM2L
FAM71A	GARI-L4
CMS1A1	MGI
MIR3910-1	mir-3910-1
NCF4	P40PHOX
SIGLEC5	CD33L2
AIP	ARA9
RPS10P1	RPS10_7_669
ALG11	GT8
COL20A1	bA261N11.4
ACKR1	WBCQ1
UQCRB	QP-C
TNNI1	SSTNI
MIR18A	mir-18a
RPL17P20	RPL17_10_481
DNM1P36	DNM1DN8-3
TTLL5	CORD19
PCDHA10	CRNR8
SLC35D2	hfrc
KLHDC3	dJ20C7.3
AZIN2	AZIB1
CXCL14	MIP2G
EIF4EBP2	PHASII
BRD4	MCAP
NFIX	MRSHSS
GP1BA	VWDP
TGFBR2	TAAD2
OR7E15P	OST001
TRC-GCA3-1	TRNAC8
IL7R	IL7RA
NR1I2	PAR
IL18RAP	IL-18R-beta
SBDS	SDS
HSPA9	MTHSP75
BRD7	CELTIX1
GCNT2	CTRCT13
SRPRB	APMCF1
GGTLC1	GGTL6
OR14J1	OR6-25
NOVA1	Nova-1
RNF217	IBRDC1
KANSL1	hMSL1v1
ARHGAP1	RHOGAP
PPP2R1B	PR65B
BBS10	C12orf58
RPS15AP20	RPS15A_10_701
LRRC1	LANO
TRBV8-2	TRBV82
TCF3	bHLHb21
MIR17	MIRN17
CMPK2	TMPK2
MIR521-1	mir-521-1
PUM3	XTP5
TWNK	MTDPS7
PSMD4P1	PSMD4P
DHRS9	RDH15
NAGLU	MPS3B
ARHGEF16	GEF16
CDK7	STK1
RPL24	L24
XIRP1	CMYA1
MIR124-2	MIRN124A2
BRCA2	XRCC11
HMMR	IHABP
SRD5A1	S5AR 1
ZNF354A	HEL104
NDUFA12	B17.2
STK39	DCHT
C9orf24	bA573M23.4
CDR1-AS	ciRS-7
VN1R10P	hs6V1-1p
GMNN	MGORS6
MAPK1IP1L	MISS
CELSR3	FMI1
SULT1A2	ST1A2
RPL21P65	RPL21_26_729
HSD17B2	SDR9C2
OR2T7	OST723
BCRP4	BCR4
CFAP53	HTX6
TRM-CAT4-3	TRNAM20
ELL	C19orf17
ABHD12	dJ965G21.2
CD79B	B29
RARRES1	PERG-1
TRAV4	TCRAV4S1
RPL21P83	RPL21_31_978
STXBP1	UNC18
NTAN1	PNAD
SLC27A1	ACSVL5
CFHR2	FHR2
CXorf51A	CXorf51
PTEN	DEC
KCNMA1	MaxiK
SNORD44	RNU44
TRY-GTA5-1	TRNAY15
RPL30P2	RPL30_1_286
PSMC5	p45
SPATS2L	SGNP
DGAT1	DIAR7
EPHA8	HEK3
CES1	HMSE
TNFRSF1B	TNF-R-II
ACOT7	CTE-II
COX7A2L	EB1
KLF7	UKLF
GAPDHP14	GAPDP14
CEP63	SCKL6
KCNIP4-IT1	NCRNA00099
RCBTB2	RLG
PDCD2	ZMYND7
AARS2	LKENP
RNU12	dJ222E13.7
ACTA1	SHPM
CXCL6	SCYB6
MKRN1	RNF61
GGNBP2	LZK1
RPS27P7	RPS27_3_126
PF4V1	CXCL4L1
BTN3A1	BTF5
DENND1A	FAM31A
TUBB4A	beta-5
PWAR6	HBT8
IGHMBP2	ZFAND7
SLC14A1	HsT1341
COL4A6	DELXq22.3
SCGB2A1	LPHC
DUX4L16	DUXY1
SUMO1	PIC1
BRAP	RNF52
KDM4C	JMJD2C
IGHVIII-11-1	3-11.1P
RAPGEF5	REPAC
MIR19A	hsa-mir-19a
AP2S1	HHC3
AP5M1	Mu5
PML	RNF71
GUCY2C	GUC2C
SLC10A4	P4
NSA2	HUSSY-29
RARS	DALRD1
DIAPH2	DIA
CACNA1F	JMC8
POU2F1	oct-1B
APOBEC3D	APOBEC3E
MLLT3	AF9
CMS1A1	FIMG
MIR1228	mir-1228
ZNF90P2	dJ111M5.3
VCX	VCX-10r
C17orf80	MIG3
AURKB	IPL1
PBK	SPK
AIFM1	COXPD6
CD68	SCARD1
PCNT	PCNTB
SFRP5	SARP3
UTP4	CIRH1A
TNNC1	TNC
MIR1910	mir-1910
MIR19B2	MIRN19B2
LAMP5	LAMP-5
IPO13	KAP13
UCK1	URK1
RPL37AP9	RPL37A_4_1209
ZBTB14	ZF5
CYP3A4	CYPIIIA4
ASPSCR1	ASPCR1
TXNDC5	STRF8
PADI4	PAD4
ZNRF3	RNF203
CRABP2	CRABP-II
HCP5B	P5.9
SMARCA1	SWI2
LAP3	LAP
TMEM267	C5orf28
ZNF165	LD65
ITGA2B	GTA
ABCB11	PFIC2
TEX33	C22orf33
DKC1	XAP101
PMS2P4	PMS2L4
CYP2F1	CYP2F
MYH2	MYH2A
SLC25A29	CACL
IGSF9	FP18798
SCN1A	EIEE6
ASAH2	HNAC1
UBR1	JBS
MIR8075	hsa-mir-8075
FKBP10	OI11
CD300A	IGSF12
MIR6730	hsa-mir-6730
APH1B	PSFL
PMM2	PMI
CEACAMP4	CGM11
RPL29	RPL29_3_370
GPER1	LyGPR
CYP2F1	C2F1
PITX1	POTX
PSMA4	PSC9
OAS1	IFI-4
PHGDH	HEL-S-113
LAP3	HEL-S-106
METTL3	hMETTL3
ABI2	ABI-2
ANK1	SPH1
SIGLEC7	SIGLECP2
PRSS22	BSSP-4
RPS16P1	RPS16_1_14
MIR520F	MIRN520F
TEN1	C17orf106
TP63	RHS
MIR1301	MIRN1301
RNU6-23P	RNU6-23
NMT1	NMT
RPS27AP7	RPS27A_2_217
RTP4	Z3CXXC4
TRA-AGC11-1	TRNAA2
SNORA65	U65
DAB2IP	AIP1
NPFF	FMRFAL
PPP3R2	PPP3RL
FOXC2	LD
ZNF44	ZNF58
MET	RCCP2
C1QTNF8	UNQ5829
ZNF75BP	ZNF75B
STK16	MPSK
CUX2	CUTL2
SAT1	KFSDX
PHKA1	PHKA
RFPL3S	NCRNA00005
ANKRD28	PPP1R65
ASPRV1	SASPase
ABAT	GABA-AT
PTPN21	PTPRL10
IP6K3	INSP6K3
TRI-AAT8-1	TRNAI5
TNFRSF25	DR3
CBLB	Nbla00127
YIF1A	FinGER7
IGKV2-23	IGKV223
OR7E115P	OR10-2
PTPRA	PTPRL2
DLGAP1	GKAP
TMPRSS11E	DESC1
PLVAP	PV1
IL1RN	IL1F3
TP63	p51
RPL36AP51	RPL36A_25_1638
IGHVIV-44-1	IGHVIV441
HIKESHI	L7RN6
GBGT1	FS
GRM8	GLUR8
RPL7AP70	RPL7A_32_1739
ADARB1	DRABA2
DMP1	ARHP
ADAMTS6	ADAMTS-6
UBE2K	HIP2
HS6ST1	HS6ST
ASAH2	NCDase
CD80	B7
RNASE11	C14orf6
TRL-CAA5-1	TRNAL36
PARP9	BAL1
PCDHB4	PCDH-BETA4
PTGES2	mPGES-2
PRAME	OIP4
MIR569	hsa-mir-569
HCK	p59Hck
OR10A5	OR10A1
PNOC	ppN/OFQ
MTR	cblG
HSPB1P1	HSPBL2
PAGE4	JM27
CHAF1A	CAF1P150
ZNF761	ZNF468
NCOA4P1	NCOA4P
ALX3	FND1
SERPINB13	HUR7
ZRSR1	U2AF1-RS1
H2AFZ	H2A.Z-1
PPP2R2A	PR55A
OR51H1	OR51H1P
DST	CATX15
RPL21P118	RPL21_57_1497
CYSLTR2	hGPCR21
ROBO3	RIG1
SLC36A3	tramdorin2
CMM	MLM
PCYT1B	CTB
CTDSP2	SCP2
VIPAS39	SPE39
ELAVL4	HUD
HK3	HXK3
PCBP4	CBP
DFNB59	PJVK
RPS21	S21
SLC27A4	FATP4
DNASE1L1	DNAS1L1
POLE	POLE1
ZIC3	HTX
SMAD7	MADH7
PDCD6IP	ALIX
NHLH1	HEN1
CLCA3P	CLCA3
AKAP9	MU-RMS-40.16A
RNU7-50P	U7.50
HIST1H4A	H4FA
PADI1	HPAD10
ANOS1	WFDC19
TESC	TSC
MTIF3	IF3mt
CGA	CG-ALPHA
IFI6	FAM14C
AP1B1P2	ADTB1L2
EXOSC8	OIP2
UGT1A9	UGT1I
OR7E162P	OR7E77
PWRN4	LINC01084
RPL21	HYPT12
NPRL2	TUSC4
CFL1P5	CFLP5
RUNX1	CBFA2
CDKN1C	BWCR
ACSL4	ACS4
PDE1B	PDES1B
FAM215A	LINC00530
UTP4	TEX292
GPR143	NYS6
SLC6A13	GAT2
OR7D4	OR19B
MIR548E	hsa-mir-548e
BEST1	BEST
LCN1	TLC
OR2AK2	OR2AK1P
DCTN2	HEL-S-77
KLF11	FKLF
MIRLET7A2	let-7a-2
RPL27P5	RPL27_2_231
PSG11	PSBG-13
RPL31P2	dJ553F4.5
LRRN3	NLRR3
PTBP2	PTBLP
RFT1	CDG1N
C6orf203	PRED31
RPSA	SA
BRDT	BRD6
CAND1	TIP120
MCF2L	OST
RPS29P28	RPS29_22_1795
HLCS	HCS
GFPT2	GFAT
KRTAP10-2	KAP18.2
ODF4	CT134
CACNA1F	CSNBX2
KRTAP9-3	KRTAP9.3
AKR7A2	AFAR1
HK3	HKIII
RNA5SP213	RN5S213
PEBP1	HEL-S-96
SDHC	PGL3
NAT8	GLA
TRA2A	AWMS1
EPHB1	NET
TRBV22-1	TCRBV22S1
CDY1	CDY1A
SLC19A2	TC1
SPCS1	YJR010C-A
ADAMTSL5	THSD6
PRPF3	HPRP3
GPR83	GPR72
ASMT	HIOMTY
MIR4518	mir-4518
DLEU1	LEU1
BACE1-AS	NCRNA00177
NME7	nm23-H7
HBB	beta-globin
PSMA1	PROS30
C1QL3	CTRP13
ZNF740	Zfp740
PDGFRB	PENTT
WDR83	MORG1
GMEB1	PIF96
RNU12-2P	U12
GDF6	KFM
PPFIBP1	L2
PRSS55	UNQ9391
PSMB4	PROS-26
GIMAP8	IAN6
ARHGAP11B	B'-T
DNAJB1P1	psiHSP40
ZP3	ZP3B
PLCZ1	SPGF17
ZNRF4	SPERIZIN
CT47A10	CT47.10
MIR8080	hsa-mir-8080
H3F3AP6	p21
SF3A3	SAP61
HAX1	HS1BP1
CEP152	MCPH9
POLL	POLKAPPA
ANKRD12	Nbla00144
MYL6	MLC-3
DNAJC7	TPR2
ZFAT-AS1	NCRNA00070
TSPAN13	TM4SF13
HOXA7	HOX1
RP1	ORP1
ACSL5	ACS2
CLEC1B	CLEC2
LINC00266-1	NCRNA00266
MOCS1P1	MOCS1P2
FAM181A-AS1	C14orf86
CAPZA1	CAZ1
MTND4LP16	ALS2CR3
METAP1D	Metap1l
KRT10	EHK
GPAT2	CT123
COA5	6330578E17Rik
KDM4A	JMJD2
MLH1	hMLH1
DMD	MRX85
S1PR2	AGR16
IMPAD1	IMP 3
SOCS5	CIS6
NLRP2	CLR19.9
RTEL1	C20orf41
FAM83C	C20orf128
IL6ST	GP130
CFAP58	bA127L20.5
SAMHD1	SBBI88
MS4A1	Bp35
RBMY1GP	RBMY1G
NEUROG2	Atoh4
LNPK	KIAA1715
PAFAH1B1	MDS
RPS20P31	RPS20_15_1287
CKAP2	se20-10
GGT7	D20S101
SIGLEC1	SN
DOC2B	DOC2BL
PSMD4	AF-1
ARHGAP32	p200RhoGAP
PXYLP1	ACPL2
KRTAP10-2	KRTAP10.2
SPANXA2	SPANX-A
SPG7	SPG5C
C4A	C4A4
GDI1	XAP-4
MIR503HG	H19X
IL36RN	FIL1D
ZNF423	NPHP14
OR4G3P	OLC-7501
TYMP	PDECGF
KAAG1	RU2AS
ARMS2	ARMD8
MADD	DENN
ABHD17A	C19orf27
BACE2	DRAP
TRBJ2-4	TCRBJ2S4
SLC22A18	HET
NEURL1	neu
PDE5A	CN5A
ZNF717	X17
NRG3-AS1	Em:AC010157.1
FLVCR2	FLVCRL14q
COX6B2	COXVIB2
RPL12P30	RPL12_11_1132
SPINK1	PCTT
HIST1H4D	dJ221C16.9
PGAM4	PGAM-B
UAP1	AGX1
SRSF9	SRp30c
PAAF1	PAAF
GRK6P1	GPRK6L
CNTROB	LIP8
TUSC3	M33
CHSY1	TPBS
MIR6888	hsa-mir-6888
ARX	MRX54
TRS-AGA2-6	TRS-AGA2-1
PRPF4B	PR4H
TAS2R19	TAS2R48
CCDC88B	CCDC88
MAPK9	JNK2BETA
P2RY12	BDPLT8
LAMA1	PTBHS
KCTD4	bA321C24.3
RPS26P47	RPS26
MT1B	MT1Q
RNA5S2	RN5S2
AGER	RAGE
TGFBR2	LDS2
SLC25A16	hML7
IGKV1D-12	L19
ANGPTL1	ARP1
BANF1	BAF
MIR3180-2	mir-3180-2
HMGB3P1	HMG4L
NLGN4Y-AS1	NLGN4YAS
DPP6	DPPX
DNAJB11	ERj3
SOWAHD	ANKRD58
CKB	B-CK
MIR1258	MIRN1258
PRKCA	PKCA
ZYX	ESP-2
PTPRN2	IA-2beta
HMGN2P4	HMGN2L4
CENPS	FAAP16
MIR6849	hsa-mir-6849
TWIST2	AMS
G2E3	KIAA1333
RPL36P4	RPL36_7_1697
AKAP14	PRKA14
HSP90AA1	HSPCA
FZD6	FZ-6
SLC13A1	NaSi-1
CHAF1B	CAF-IP60
NUDT11	APS1
RNA5SP194	RN5S194
GRIK1	EAA3
PDHX	E3BP
HCCAT5	HTA
RPS20P25	RPS20_13_989
CAMK2N2	CAMKIIN
MOCOS	MCS
ANAPC16	C10orf104
TUBBP4	bA537H15.5
FCN2	ficolin-2
A1BG-AS1	NCRNA00181
RBCK1	UBCE7IP3
CA9	CAIX
NDRG4	SMAP-8
ALDH6A1	MMSDH
OR7E84P	OR7E54P
KLK2	hGK-1
MIR130B	mir-130b
RNU12-2P	RNU12
SHANK1	SSTRIP
MEIS3P1	MEIS3
LCN1P2	bA244N20.11
LMTK3	TYKLM3
BTK	XLA
SETD2	HBP231
SNORA31	SNORA31A
LINC00261	HCCDR1
TYRO3	Tif
ADAMTS13	vWF-CP
VENTXP7	HPX42
IGLV2-14	IGLV214
ACOT1	LACH2
SOCS6	CIS4
CRISPLD2	LGL1
SOD1	hSod1
TRQ-CTG18-1	TRNAQ28
PPP1R42	LRRC67
SELENOI	EPT1
MCF2	ARHGEF21
TBL3	UTP13
LPCAT1	lysoPAFAT
RASA3	GAPIII
ROS1	c-ros-1
RPL12P8	RPL12_10_1052
IL10RB	CRF2-4
IL32	TAIFd
ERCC2	XPD
PSMC4	S6
PTBP1	HNRNP-I
EVI2A	EVI-2A
ZNF141	pHZ-44
WT1-AS	WIT-1
TET1	TET1-MLL
TNFSF13	TNLG7B
RAB43P1	RAB43P
IL6	IL-6
GNRH2	LH-RHII
SPTLC2	HSN1C
OPN3	ECPN
KCNK2	hTREK-1c
SWSAP1	ZSWIM7AP1
KIDINS220	ARMS
TEX28P1	pTEX
RNA5SP223	RN5S223
RALGAPA2	bA287B20.1
POU2F3	Skn-1a
LINC01419	TCONS_00014497
PNPT1	PNPASE
GMEB2	P79PIF
RPL26P15	RPL26_2_213
BMPR1B	CDw293
SMG6	hSMG5/7a
OR1N1	OR1-26
CLEC20A	NCRNA00083
DEFA4	HNP-4
PDE2A	PDE2A1
HCAR3	GPR109B
ARL2BP	RP66
CYP4F22	ARCI5
SMPD5	MA-nSMase
ERCC6	ARMD5
DNAH1	HDHC7
RPS2P49	RPS2_24_1542
APBA1	X11ALPHA
F2	PT
CA8	CAMRQ3
MIR587	MIRN587
FSHB	HH24
CNBP	ZCCHC22
ANO8	TMEM16H
SMIM2-IT1	C13orf44-IT1
SEMA3F	SEMA-IV
AP1S2	SIGMA1B
SLC46A1	PCFT
AARS	EIEE29
MIR4520-1	hsa-mir-4520-1
CANX	IP90
DHDDS	CIT
RABEP1	RABPT5
ARHGAP4	RGC1
SNORD115-1	RNHBII52
TRNP1	C1orf225
DNM1P41	DNM1DN11-6
RPL36AP25	RPL36A_7_666
NEK9	NERCC1
TXNDC9	APACD
STAU1	PPP1R150
KLF9	BTEB1
NEK8	NPHP9
GCNT1	C2GNT
RRAGA	RAGA
CHTF18	CHL12
CENPN	C16orf60
TRA-AGC15-1	TRNAA17
LONRF2	RNF192
SLC6A19	B0AT1
PTP4A2	OV-1
FIG4	dJ249I4.1
HDAC5	NY-CO-9
MGAT5B	GnT-IX
LRRIQ4	LRRC64
RHBDL3	RHBDL4
SNORD116-13	HBII-85-13
KRT74	HTSS2
CETN3	CEN3
EED	HEED
PPP1R14A	CPI-17
CCDC91	HSD8
MRPL15	MRP-L7
MYBPC3	FHC
KTI12	TOT4
HDAC9	HDAC9FL
AK4	AK 4
UBTFL3	UBTFL5
ALG10B	KCR1
LTBP3	STHAG6
FRMD1	bA164L23.1
HSPD1P14	HSPD1-17P
SMARCD3	BAF60C
PPP2R2A	B55ALPHA
MIR1245A	mir-1245a
CD80	BB1
PTPRO	PTP-U2
RMDN2	RMD4
STS	ASC
SEMA3F	SEMA4
GUCY2F	GUC2DL
ELK3	NET
KLHDC2	LCP
ARID4B	SAP180
FAM27C	bA7G23.5
EDDM3A	RAM1
H2AFX	H2AX
PRKX	PKX1
IGKV1D-12	IGKV1D12
TRPV4	VRL2
HELLS	SMARCA6
RNF213	C17orf27
KCNK3	TBAK1
SLIT3	Slit-3
TJP2	DUP9q21.11
TMEM259	MBRL
RPL34P34	RPL34_15_1639
RNASE12	RAI1
NOS2P1	NOS2C
MIR1228	MIRN1228
ASIC3	TNaC1
SLAMF9	CD2F10
WISP3	LIBC
RPL26P8	RPL26_1_22
GOLGA8IP	GOLGA8I
SPATA46	C1orf111
MSMB	PN44
TOPBP1	TOP2BP1
TNNT1	TNTS
MS4A2	FCER1B
POLD3	P68
CRCP	RCP9
OR2D2	OR2D1
MIR658	hsa-mir-658
ANGEL2	Ccr4d
MMS22L	C6orf167
SNORD114-14	14q(II-14)
ADI1	Ni-ARD
PSD3	HCA67
PTPN23	PTP-TD14
TMLHE	BBOX2
SF3B5	SF3b10
PPP1R13B	p53BP2-like
MIR615	mir-615
ADGRD1	GPR133
RASD1	AGS1
DEGS1	DES1
LTF	GIG12
LIMK1	LIMK
OCLM	TISR
ARHGEF17	RHOGEF17
GYPE	MiIX
ZDHHC21	HSPC097
NUDT6	FGF-AS
TES	TESS-2
SPINT2	HAI-2
TMEM38A	TRIC-A
NFATC2IP	ESC2
SNORA70D	U70D
NFKB2	NF-kB2
RGP1	KIAA0258
CLEC7A	SCARE2
RPL22P1	RPL22_5_435
MAD2L1P1	MAD2L1P
SPINK13	HESPINTOR
OR2J1	OR6-5
GPR137	C11orf4
VPS9D1-AS1	MYU
EEF1E1-BLOC1S5	EEF1E1-MUTED
RAP2A	KREV
CFB	BF
ATP5J2	ATP5JL
PRRX1	AGOTC
HTATIP2	SDR44U1
ZBTB37	D430004I08Rik
TRAV9-2	TCRAV22S1
TPX2	HCA519
CNGA4	CNGB2
EIF4G3	eIF4G 3
UBASH3B	TULA-2
SLC25A1	SEA
DNM1	EIEE31
RPS29P22	RPS29_6_1530
INPP4A	TVAS1
SDCCAG8	hCCCAP
HIST1H3I	H3/f
KLHL40	SRYP
TP53TG3D	TP53TG3E
MIR7-1	mir-7-1
MTCH2	HSPC032
TTTY4	TTTY4A
MIR331	mir-331
MARCH10	RNF190
CTNNA2	CAPR
SIGLEC1	SIGLEC-1
RBM10	GPATCH9
CDKN1C	KIP2
AGTR1	AGTR1B
PRDX5	PRDX6
TNFAIP3	A20
RC3H2	RNF164
GNAO1	G-ALPHA-o
RPL17P36	RPL17_11_1102
FAM177A1P1	FAM177A2
CAV3	LGMD1C
PRKAR1A	TSE1
ATP1A2	MHP2
HIST1H4F	H4/c
KRT222	KRT222P
MRVI1	IRAG
MLST8	WAT1
GPR162	GRCA
MARVELD2	Tric
DAO	DAMOX
MIR450A1	MIRN450-1
FRY	bA37E23.1
KRTAP12-3	KRTAP12.3
WIPI2	CGI-50
SNORD116-15	HBII-85-15
FRG1BP	bA348I14.2
PPP1R10	PP1R10
GSTM3P1	GSTM3P
IL1RAPL1	MRX34
COX16	HSPC203
CELF4	CELF-4
PLK2	hPlk2
CACNA1D	SANDD
DIO2	SelY
NFATC1	NFAT2
PIK3CA	MCAP
RPL9P8	RPL9P9
ACLY	ACL
PCED1A	C20orf81
LTB	TNFC
MTF2	dJ976O13.2
CD44	ECMR-III
KCNJ4	HRK1
LINC00383	LINC00401
IGHV4-31	IGHV431
SLC28A1	CNT1
YES1P1	D22S670
GAL3ST2	GAL3ST-2
THEMIS	C6orf207
KPNA1	NPI-1
RPS15AP23	RPS15A_12_849
RPL31P20	RPL31_6_349
FABP5	E-FABP
FCRL4	FCRH4
B3GLCT	beta3Glc-T
PDE6A	PDEA
HIST1H1PS1	H1F6P
RPP25L	bA296L22.5
MIR145	MIRN145
SEPT4	MART
ABCA1	CERP
ACSL3	FACL3
GJA8	MP70
DNAJC14	DRIP78
MLX	MAD7
RNA5SP33	RN5S33
LINC00533	C6orf39
GSTA2	GTA2
TNFRSF4	TXGP1L
RGS9	PERRS
LINC00597	C15orf5
KIRREL3	KIRRE
ELF2	NERF-1a
SNORD58B	RNU58B
KCNK12	THIK-2
LRRN4	C20orf75
GOLPH3L	GPP34R
PRELID1	PX19
GPAT3	HMFN0839
MATK	HYL
IGLV3-21	IGLV321
RSF1	XAP8
ROPN1L	RSPH11
RBFOX3	FOX-3
LMO2	RHOM2
RNASE2	RNS2
MUC5B	MUC5
CES5A	CAUXIN
NSUN5P2	WBSCR20C
RPL34P19	RPL34_10_1028
CHRNA9	NACHRA9
ETFDH	ETFQO
MOB4	MOBKL3
TGM2	TGC
GDF3	MCOP7
XPNPEP1	XPNPEPL1
DNASE1L1	DNL1L
TMCC1P1	TMCC1P
OGS2	GBBB2
TIGD1	EEYORE
CISTR	CISTRACT
LOC107986752	MUC-B1
CLPB	MEGCANN
IL23A	IL-23
LHX1	LIM1
SLITRK5	LRRC11
LYST	CHS1
KCNJ12	hIRK
SCG5	7B2
OR1F12	OR1F12Q
COX6B1	COXVIb1
CCL16	NCC-4
RNU7-55P	HSU7.36
CH25H	C25H
MPG	AAG
RNA5SP291	RN5S291
RHOXF2	THG1
SUPT20H	FP757
PITPNM2	RDGB2
KLF9	BTEB
HSD11B1	11-DH
HSD11B1	HSD11B
ARHGEF6	MRX46
ZNF318	TZF
TSG101	TSG10
AHDC1	MRD25
ATRAID	APR--3
INF2	pp9484
LINC00511	onco-lncRNA-12
FPR3	FMLPY
IGKV2D-40	O1
ACTG1P10	ACTL1
TSSK2	TSK2
ORM2	AGP-B'
TYRO3	BYK
FAM175A	CCDC98
OR9A3P	OR9A6P
ITGA2B	GPIIb
DOPEY1	KIAA1117
ZCCHC18	SIZN2
RNU7-1	RNU7
CTAG1A	LAGE2A
OR55B1P	OR55B2P
IFIT5	P58
CLEC4M	CD299
LYVE1	XLKD1
PDS5A	PIG54
MTUS1	ICIS
PMCH	ppMCH
COMMD10	PTD002
MRPS18A	MRP-S18-3
SAR1B	CMRD
SNORA40	ACA40
PCAT6	KDM5B-AS1
OLFM3	NOE3
SNRPD2	Sm-D2
UEVLD	ATTP
SLIT3	SLIT1
ATXN1	SCA1
JPH3	JP-3
KCNJ2	SQT3
SEBOX	OG9X
NMTRL-TAA6-1	TRNAL41P
ELOCP27	TCEB1P27
GCN1	GCN1L1
KRTAP5-1	KRN1L
CPSF4	NAR
GLULP1	GLULL1
ATP6V0E2	C7orf32
DEFA3	DEF3
CPQ	LDP
TNIK	MRT54
SULT1C2	ST1C2
IQCB2P	dJ313I6.1
RPS26P47	RPS26_24_1332
FGF4	HST
MRC1	CD206
GABARAPL2	GEF2
AGAP3	CENTG3
TRIP11	TRIP-11
STXBP5	Nbla04300
SIX5	BOR2
BCL6	ZBTB27
CLC	LGALS10
CYBB	NOX2
RPL13AP16	RPL13A_7_832
HDAC9	HD9
OR51I2	OR11-38
B2M	IMD43
GPT	AAT1
NONO	P54
NAMPTP1	PBEF2
PDE1A	CAM-PDE-1A
HEXIM1	MAQ1
CFAP126	C1orf192
PPP1R13L	RAI4
PPIP5K1	hsVIP1
BCL11A	BCL11a-M
FGFR1	FLT-2
LTN1	C21orf10
SUPT6H	SPT6H
NT5C3A	P5'N-1
POLR2F	HRBP14.4
RPL35AP20	RPL35A_9_959
OR5T3	OR5T3Q
OR7E2P	OR11-6
LINC01006	MY040
OR2J2	ORL684
SLC25A24	SCAMC-1
SNORD28	SNORD28A
TAF9B	TAF9L
NDUFAF2	MMTN
DLX3	AI4
AGFG2	RABR
RNMT	RG7MT1
ZHX2	AFR1
CCT6A	CCT6
TRR-ACG2-4	TRNAR29
EXOSC1	Ski4p
CSF3R	SCN7
TRPM2	NUDT9H
RBFOX1	FOX1
CEP290	NPHP6
OCIAD1	OCIA
SOSTDC1	DAND7
KCNA2	HBK5
FATE1	CT43
ALDH1A3	ALDH1A6
PGLYRP3	PGRP-Ialpha
FOLR1P1	FOLR1P
UBE3A	HPVE6A
SLC26A2	MSTP157
CTSK	CTS02
SPC24	SPBC24
RHCG	SLC42A3
PDGFRB	JTK12
CYCSP45	HCP45
CSNK2A1	CK2A1
OR4A1P	OR11-30
OR1N1	OR9-22
SERPINB3	HsT1196
SDC1	SDC
TRAV6	TCRAV5S1
CANT1	SHAPY
MIR7-2	MIRN7-2
ADAM17	TACE
IGKV3D-34	IGKV3D34
MRPL45	L45mt
ZNF107	smap-7
CFDP1	SWC5
TGIF1	HPE4
SUCO	C1orf9
GOLT1A	CGI-141
ZNF689	TIPUH1
UCA1	CUDR
TBL1X	SMAP55
ABCB10P1	M-ABC2
OR2K2	HTPCRH06
GDNF-AS1	GDNFOS
FZD5	C2orf31
CEP170	KIAA0470
PAQR8	LMPB1
KIR2DS4	KIR412
DPP9	DPRP2
FOXM1	MPP-2
PDX1	PAGEN1
MRPL39	MRPL5
HBBP1	HBH1
TSPAN7	TM4SF2
GPI	AMF
CARD9	hCARD9
SPANXB1	SPANX-B
LIN7A	LIN-7A
RPL3P2	RPL3_1_679
RPS4XP13	RPS4P13
EFNB2	EPLG5
ACPP	ACP-3
AIP	XAP2
ATP6V1E1	ATP6E2
SH2B1	SH2B
PTEN	GLM2
FOXJ2	FHX
ERVK-10	Protease
ITGA2	GPIa
SSBP3	SSDP1
IGKV1-22	A25
VN1R17P	GPCR
MIR3194	mir-3194
NRF1	ALPHA-PAL
PRKY	PRKXP3
